var,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
inc_admin_co,3574754233,3614337839,3513634927,3553597483,3762051657,3930658574,4236683288,4623499583,4702104320,4323717704,4455326314,4688678045,5076733229,5136432480,5529536519,5931678195,6146849532,6501318843,6993539803,7415620096,7248355466,8157669473,9437734211,9550450888,9465381489.728815
ws_admin_co,143300,136633,128128,125477,129608,132832,139483,146632,144164,130316,131879,135529,143556,148669.24999999997,154356.41666666672,157593.9166666667,158489.66666666666,158325.24999999997,158660.16666666666,161716.83333333326,149193.66666666666,155218.33333333328,160164.49999999994,158716.49999999997,153795.33333333337
incws_admin_co,3574294369,3613860818,3513115466,3553046866,3761473091,3930066472,4236054434,4622771951,4701371561,4323057293,4454648828,4687970362,5075979942,5135672169,5528724102,5930849341,6145981351,6500403191,6992461441,7414450533,7247202369,8156361858,9436252219,9548818938,9463800140
prop_admin_co,18885,19860,21789,22478,23093,24304,25018,29867,29914,30225,30530,31123,32176,32362,32994,32994,33768,34625,39922,41776,40752,41988,44138,46875,45421.59290306933
jobs_admin_co,162185,156493,149917,147955,152701,157136,164501,176499,174078,160541,162409,166652,175732,181031.24999999997,187350.41666666672,190587.9166666667,192257.66666666666,192950.24999999997,198582.16666666666,203492.83333333326,189945.66666666666,197206.33333333328,204302.49999999994,205591.49999999997,199216.9262364027
jobs_edu_co,26262,27957,28685,29923,31618,34013,35486,37508,38525,38950,39949,41668,43706,45294.50000000001,47779.75000000001,49577.25,50687.83333333333,51778.583333333336,54491.33333333334,57904.83333333334,52116.83333333334,55372.083333333336,58951.58333333334,61899.66666666667,63504.28198510996
incp_edu_co,77286,86211,97688,103189,115735,131598,141663,157967,166794,161583,168826,177887,190333,196900,209774,218564,221049,243447,261213,307224,280372,323153,358555,390771,400900.8951411166
ws_edu_co,20344,21581,21930,22382,23370,24605,25579,26799,27469,27790,28590,29709,30990,31966.500000000007,32977.75000000001,33856.25,34983.83333333333,35428.583333333336,36703.33333333334,37711.83333333334,34582.83333333334,36504.083333333336,39011.58333333334,41041.66666666667,42105.58333333332
prop_edu_co,5918,6376,6755,7541,8248,9408,9907,10709,11056,11160,11359,11959,12716,13328,14802,15721,15704,16350,17788,20193,17534,18868,19940,20858,21398.698651776638
inc_edu_co,581123384,636508408,638772574,670667482,715592798,774521285,843297889,931253984,984062684,1018972597,1081409458,1125882308,1196164653,1241674199,1274397604,1315059088,1376635979,1428629040,1525398244,1606850478,1651476936,1827404770,2063359419,2223955706,2269394064.895141
incws_edu_co,581046098,636422197,638674886,670564293,715477063,774389687,843156226,931096017,983895890,1018811014,1081240632,1125704421,1195974320,1241477299,1274187830,1314840524,1376414930,1428385593,1525137031,1606543254,1651196564,1827081617,2063000864,2223564935,2268993164
prop_health_co,25751,26061,25991,27100,27561,28631,29166,29908,30159,30675,31844,32208,32398,32293,32870,33081,33087,33238,36113,36794,36552,39502,42367,44979,46455.38390359012
inc_health_co,5456800152,6019982359,6529616411,6867311824,7295075785,7636059952,8116531159,8786212820,9455322821,9983232595,10277440296,10745746976,11261821452,11502658670,12232170764,13252576238,14024994079,14552054549,15283039122,16030059887,16663506664,17883527059,19359421477,20863226843,22050080188.32265
incp_health_co,664025,696898,706561,746651,795346,816535,859955,915421,943152,888596,949453,980055,984796,985838,1046871,1072305,1113391,1168627,1260458,1335126,1312172,1502695,1718667,1888728,1950723.32264968
jobs_health_co,195094,203182,209799,214969,219790,225447,231296,240206,249776,256346,263849,271884,279040,282860.24999999994,294282.83333333326,308014.83333333326,319754.4999999999,323411.50000000006,334492.4999999997,340815.16666666657,333674.6666666668,344483.41666666686,350222.41666666674,365962.58333333326,377974.88390359026
ws_health_co,169343,177121,183808,187869,192229,196816,202130,210298,219617,225671,232005,239676,246642,250567.24999999994,261412.83333333326,274933.83333333326,286667.4999999999,290173.50000000006,298379.4999999997,304021.16666666657,297122.6666666668,304981.41666666686,307855.41666666674,320983.58333333326,331519.5000000002
incws_health_co,5456136127,6019285461,6528909850,6866565173,7294280439,7635243417,8115671204,8785297399,9454379669,9982343999,10276490843,10744766921,11260836656,11501672832,12231123893,13251503933,14023880688,14550885922,15281778664,16028724761,16662194492,17882024364,19357702810,20861338115,22048129465
prop_arts_co,15642,16177,17452,17865,18378,19471,20314,22907,22703,22937,23479,24224,25439,26001,27747,28391,29742,31354,33008,34612,29132,34152,37627,39667,40706.49676215136
jobs_arts_co,58178,58152,59004,57736,60387,62508,64379,67303,68173,67365,67992,69666,71994,73153.58333333333,76704.33333333334,79070.41666666666,82366.58333333333,86718.91666666667,89834.25,93505.08333333334,73878.91666666667,84474.66666666666,94362,101590.83333333333,104253.08009548469
inc_arts_co,1085822559,1142431718,1146483435,1135670755,1117437155,1160105759,1302066333,1362492819,1385249658,1349233576,1336066989,1390970545,1441793468,1508038727,1620779336,1791874806,1899870432,2002368528,2159750529,2280489027,1898647248,2225681967,2669509365,3006220586,3185900890.429548
ws_arts_co,42536,41975,41552,39871,42009,43037,44065,44396,45470,44428,44513,45442,46555,47152.58333333333,48957.333333333336,50679.41666666666,52624.58333333333,55364.91666666667,56826.25,58893.083333333336,44746.91666666667,50322.66666666666,56735.00000000001,61923.83333333333,63546.583333333336
incp_arts_co,282954,290145,313670,331098,360660,368328,390936,444336,462685,402613,437510,465328,511083,521528,584361,616723,621984,663093,712650,785103,626578,840583,1034019,1120999,1150375.4295478587
incws_arts_co,1085539605,1142141573,1146169765,1135339657,1117076495,1159737431,1301675397,1362048483,1384786973,1348830963,1335629479,1390505217,1441282385,1507517199,1620194975,1791258083,1899248448,2001705435,2159037879,2279703924,1898020670,2224841384,2668475346,3005099587,3184750515
inc_accom_co,2696289327,2809883375,2851761426,2919816598,3073184272,3212458973,3425912414,3761139658,3903684873,3731546282,3816347915,4057723984,4276203821,4550438581,4884768716,5338758429,5681372044,6139405305,6620942998,7087549331,5824434109,7278064058,8742212753,9485683376,9752408871.553047
incp_accom_co,193414,193345,211443,236862,250463,251744,253640,247516,237575,200540,206059,222481,218511,237572,249156,270363,284041,301384,335548,338435,311860,362926,422246,469028,466625.5530479932
ws_accom_co,203366,204944,205169,204887,209040,214015,220602,225590,227020,217572,217679,225418,232645,241933.41666666663,251087.4999999999,262076.83333333323,270612.83333333326,277367.49999999994,282519.33333333343,285584,228196.33333333334,254887.50000000006,281178.33333333343,289996.8333333333,288511.41666666674
prop_accom_co,3426,3527,3726,3916,4306,4514,4639,4842,4803,4788,4980,5162,5090,5428,5830,5865,6361,7051,8545,9330,8731,9892,10523,11319,11261.022017769164
incws_accom_co,2696095913,2809690030,2851549983,2919579736,3072933809,3212207229,3425658774,3760892142,3903447298,3731345742,3816141856,4057501503,4275985310,4550201009,4884519560,5338488066,5681088003,6139103921,6620607450,7087210896,5824122249,7277701132,8741790507,9485214348,9751942246
jobs_accom_co,206792,208471,208895,208803,213346,218529,225241,230432,231823,222360,222659,230580,237735,247361.41666666663,256917.4999999999,267941.83333333326,276973.83333333326,284418.49999999994,291064.33333333343,294914,236927.33333333334,264779.50000000006,291701.33333333343,301315.8333333333,299772.4386844359
ws_other_co,64359,65693,66063,65006,64701,64553,65049,66402,67837,65058,64698,65557,67467,69487.66666666667,72401.08333333333,75177.66666666664,78722.16666666666,83221.08333333331,82035.24999999999,84409.00000000006,78603.91666666666,80920.83333333334,85487.58333333342,89185.50000000003,91473.5833333333
inc_other_co,1573949701,1681840055,1741543512,1729384336,1822952450,1858901374,1960965793,2092167179,2208041044,2127688416,2149435229,2224564688,2343627925,2456036902,2624378316,2817835866,2990600727,3220076908,3361247090,3582216735,3524477136,3917650785,4485871137,4927857751,5203172199.748509
incp_other_co,985630,1025524,1072635,1132397,1208057,1245887,1307513,1401113,1397381,1282542,1356191,1441866,1496278,1523777,1627600,1668992,1737678,1807169,1601673,1619520,1444232,1728632,1997815,2156930,2212266.748509192
incws_other_co,1572964071,1680814531,1740470877,1728251939,1821744393,1857655487,1959658280,2090766066,2206643663,2126405874,2148079038,2223122822,2342131647,2454513125,2622750716,2816166874,2988863049,3218269739,3359645417,3580597215,3523032904,3915922153,4483873322,4925700821,5200959933
prop_other_co,40594,41446,41683,44564,46888,47271,47347,48141,48150,49302,51874,54179,54525,55638,57569,58208,58937,60290,48376,46313,45090,47417,49016,51370,52687.914244281084
jobs_other_co,104953,107139,107746,109570,111589,111824,112396,114543,115987,114360,116572,119736,121992,125125.66666666667,129970.08333333333,133385.66666666663,137659.16666666666,143511.0833333333,130411.24999999999,130722.00000000006,123693.91666666666,128337.83333333334,134503.58333333343,140555.50000000003,144161.49757761438
